Freq.	V(n007)/10	V(n009)/10	V(n011)/10	V(n019)/10	V(n020)/10	V(n024)/10
1.20226443461740e+004	(-6.11088478220734e+000dB,6.77047697941378e+000°)	(-9.05148220289307e-002dB,7.53402976566494e+000°)	(-3.76547255583709e+001dB,-8.17142213563753e+001°)	(-1.05988301888725e-001dB,8.26943208919654e+000°)	(-6.32615815602086e+000dB,6.96901729338231e+000°)	(-3.76548807009317e+001dB,-8.16392751580827e+001°)
1.23026877081237e+004	(-6.10695982695862e+000dB,6.61887839567579e+000°)	(-8.64819463533149e-002dB,7.36506915483226e+000°)	(-3.78506649474091e+001dB,-8.19002980283953e+001°)	(-1.01274005425146e-001dB,8.08439830034786e+000°)	(-6.32210234071377e+000dB,6.81302299512194e+000°)	(-3.78508132404961e+001dB,-8.18270516455461e+001°)
1.25892541179416e+004	(-6.10320797823327e+000dB,6.47056526291170e+000°)	(-8.26270214620880e-002dB,7.19978797335554e+000°)	(-3.80467835466664e+001dB,-8.20823053942111e+001°)	(-9.67670360898327e-002dB,7.90336655434704e+000°)	(-6.31822528956675e+000dB,6.66040617039353e+000°)	(-3.80469252870685e+001dB,-8.20107205354472e+001°)
1.28824955169312e+004	(-6.09962175112827e+000dB,6.32547355379345e+000°)	(-7.89423455420265e-002dB,7.03811330698194e+000°)	(-3.82430735966932e+001dB,-8.22603252595157e+001°)	(-9.24584802094313e-002dB,7.72625934921239e+000°)	(-6.31451928287994e+000dB,6.51110121073750e+000°)	(-3.82432090688242e+001dB,-8.21903644794419e+001°)
1.31825673855640e+004	(-6.09619397141151e+000dB,6.18354000991980e+000°)	(-7.54205371179105e-002dB,6.87997320736296e+000°)	(-3.84395276610524e+001dB,-8.24344382607024e+001°)	(-8.83397897198288e-002dB,7.55300008316902e+000°)	(-6.31097692051912e+000dB,6.36504328073959e+000°)	(-3.84396571374252e+001dB,-8.23660649422240e+001°)
1.34896288259164e+004	(-6.09291776375243e+000dB,6.04470216714686e+000°)	(-7.20545228561635e-002dB,6.72529671324528e+000°)	(-3.86361386139960e+001dB,-8.26047238483582e+001°)	(-8.44027686939854e-002dB,7.38351308725614e+000°)	(-6.30759110988425e+000dB,6.22216834514451e+000°)	(-3.86362623556819e+001dB,-8.25379021853267e+001°)
1.38038426460287e+004	(-6.08978654029930e+000dB,5.90889837780870e+000°)	(-6.88375257335585e-002dB,6.57401386862415e+000°)	(-3.88328996285126e+001dB,-8.27712602736863e+001°)	(-8.06395602319843e-002dB,7.21772365412100e+000°)	(-6.30435505422514e+000dB,6.08241319271938e+000°)	(-3.88330178855869e+001dB,-8.27059552538509e+001°)
1.41253754462274e+004	(-6.08679398960204e+000dB,5.77606783003459e+000°)	(-6.57630535693974e-002dB,6.42605573806541e+000°)	(-3.90298041647453e+001dB,-8.29341245776524e+001°)	(-7.70426337161636e-002dB,7.05555806324326e+000°)	(-6.30126224130447e+000dB,5.94571545708094e+000°)	(-3.90299171767179e+001dB,-8.28703019659155e+001°)
1.44543977074591e+004	(-6.08393406587875e+000dB,5.64615056435891e+000°)	(-6.28248879183239e-002dB,6.28135441939180e+000°)	(-3.92268459587753e+001dB,-8.30933925826639e+001°)	(-7.36047724327232e-002dB,6.89694360282216e+000°)	(-6.29830643240672e+000dB,5.81201363468950e+000°)	(-3.92269539550078e+001dB,-8.30310189046381e+001°)
1.47910838816819e+004	(-6.08120097862299e+000dB,5.51908748780958e+000°)	(-6.00170733201486e-002dB,6.13984305391917e+000°)	(-3.94240190117675e+001dB,-8.32491388865969e+001°)	(-7.03190615598289e-002dB,6.74180858854797e+000°)	(-6.29548165169069e+000dB,5.68124710020262e+000°)	(-3.94241222118760e+001dB,-8.31881814124604e+001°)
1.51356124843619e+004	(-6.07858918254785e+000dB,5.39482038565130e+000°)	(-5.73339069022482e-002dB,6.00145583441806e+000°)	(-3.96213175794741e+001dB,-8.34014368589982e+001°)	(-6.71788765209407e-002dB,6.59008237946816e+000°)	(-6.29278217588234e+000dB,5.55335611937101e+000°)	(-3.96214161937188e+001dB,-8.33418635876478e+001°)
1.54881661891247e+004	(-6.07609336786261e+000dB,5.27329193095003e+000°)	(-5.47699283293017e-002dB,5.86612801096696e+000°)	(-3.98187361620907e+001dB,-8.35503586392996e+001°)	(-6.41778717010236e-002dB,6.44169539114820e+000°)	(-6.29020252430409e+000dB,5.42828185965012e+000°)	(-3.98188303917520e+001dB,-8.34921382827963e+001°)
1.58489319246110e+004	(-6.07370845087656e+000dB,5.15444569211651e+000°)	(-5.23199100946423e-002dB,5.73379589485394e+000°)	(-4.00162694944581e+001dB,-8.36959751368887e+001°)	(-6.13099695223354e-002dB,6.29657910631667e+000°)	(-6.28773744923561e+000dB,5.30596639869088e+000°)	(-4.00163595321988e+001dB,-8.36390771051947e+001°)
1.62181009735891e+004	(-6.07142956492453e+000dB,5.03822613857731e+000°)	(-4.99788481469233e-002dB,5.60439686067502e+000°)	(-4.02139125366035e+001dB,-8.38383560328902e+001°)	(-5.85693498756123e-002dB,6.15466608317430e+000°)	(-6.28538192660094e+000dB,5.18635273086424e+000°)	(-4.02139985668196e+001dB,-8.37827504188938e+001°)
1.65958690743755e+004	(-6.06925205160784e+000dB,4.92457864471397e+000°)	(-4.77419528453754e-002dB,5.47786934676858e+000°)	(-4.04116604646151e+001dB,-8.39775697835217e+001°)	(-5.59504399017542e-002dB,6.01588996153668e+000°)	(-6.28313114697600e+000dB,5.06938477196583e+000°)	(-4.04117426637728e+001dB,-8.39232273483461e+001°)
1.69824365246173e+004	(-6.06717145234423e+000dB,4.81344949220217e+000°)	(-4.56046402365708e-002dB,5.35415285411765e+000°)	(-4.06095086618415e+001dB,-8.41136836248928e+001°)	(-5.34479041184501e-002dB,5.88018546697167e+000°)	(-6.28098050691028e+000dB,4.95500736223805e+000°)	(-4.06095871988026e+001dB,-8.40605757834874e+001°)
1.73780082874936e+004	(-6.06518350021991e+000dB,4.70478587087562e+000°)	(-4.35625236453114e-002dB,5.23318794384344e+000°)	(-4.08074527104094e+001dB,-8.42467635791274e+001°)	(-5.10566348856273e-002dB,5.74748841308268e+000°)	(-6.27892560055594e+000dB,4.84316626783952e+000°)	(-4.08075277467444e+001dB,-8.41948623861366e+001°)
1.77827941003891e+004	(-6.06328411213663e+000dB,4.59853587823166e+000°)	(-4.16114055720363e-002dB,5.11491623340668e+000°)	(-4.10054883830511e+001dB,-8.43768744616936e+001°)	(-4.87717432031828e-002dB,5.61773570208119e+000°)	(-6.27696221159758e+000dB,4.73380818088391e+000°)	(-4.10055600733408e+001dB,-8.43261525976006e+001°)
1.81970085860997e+004	(-6.06146938124641e+000dB,4.49464851768858e+000°)	(-3.97472698889071e-002dB,4.99928039162578e+000°)	(-4.12036116352338e+001dB,-8.45040798898356e+001°)	(-4.65885498339944e-002dB,5.49086532378309e+000°)	(-6.27508630547521e+000dB,4.62688071816273e+000°)	(-4.12036801273597e+001dB,-8.44545106473776e+001°)
1.86208713666285e+004	(-6.05973556966661e+000dB,4.39307369569800e+000°)	(-3.79662743267134e-002dB,4.88622413261435e+000°)	(-4.14018185975835e+001dB,-8.46284422920054e+001°)	(-4.45025767449603e-002dB,5.36681635315555e+000°)	(-6.27329402189330e+000dB,4.52233241866025e+000°)	(-4.14018840330070e+001dB,-8.45799995628564e+001°)
1.90546071796323e+004	(-6.05807910146758e+000dB,4.29376221780916e+000°)	(-3.62647432444629e-002dB,4.77569220873415e+000°)	(-4.16001055685939e+001dB,-8.47500229182012e+001°)	(-4.25095388584748e-002dB,5.24552894653388e+000°)	(-6.27158166760824e+000dB,4.42011273996131e+000°)	(-4.16001680826250e+001dB,-8.47026811799188e+001°)
1.94984459975803e+004	(-6.05649655592545e+000dB,4.19666578377602e+000°)	(-3.46391606737096e-002dB,4.66763040265333e+000°)	(-4.17984690076134e+001dB,-8.48688818511242e+001°)	(-4.06053361066456e-002dB,5.12694433662020e+000°)	(-6.26994570948665e+000dB,4.32017205364724e+000°)	(-4.17985287296690e+001dB,-8.48226161543576e+001°)
1.99526231496886e+004	(-6.05498466103216e+000dB,4.10173698179210e+000°)	(-3.30861636293987e-002dB,4.56198551859415e+000°)	(-4.19969055281014e+001dB,-8.49850780180714e+001°)	(-3.87860457802720e-002dB,5.01100482636907e+000°)	(-6.26838276782683e+000dB,4.22246163976868e+000°)	(-4.19969625819532e+001dB,-8.49398639740252e+001°)
2.04173794466951e+004	(-6.05354028725532e+000dB,4.00892928193284e+000°)	(-3.16025356792446e-002dB,4.45870537284891e+000°)	(-4.21954118911451e+001dB,-8.50986692034871e+001°)	(-3.70479151646594e-002dB,4.89765378185870e+000°)	(-6.26688960993571e+000dB,4.12693368047845e+000°)	(-4.21954663951586e+001dB,-8.50544829716389e+001°)
2.08929613085402e+004	(-6.05216044153995e+000dB,3.91819702887968e+000°)	(-3.01852007635369e-002dB,4.35773878363756e+000°)	(-4.23939849992299e+001dB,-8.52097120621022e+001°)	(-3.53873544540809e-002dB,4.78683562424002e+000°)	(-6.26546314395355e+000dB,4.03354125290245e+000°)	(-4.23940370665934e+001dB,-8.51665303381693e+001°)
2.13796208950221e+004	(-6.05084226154474e+000dB,3.82949543399552e+000°)	(-2.88312172574594e-002dB,4.25903556037549e+000°)	(-4.25926218902544e+001dB,-8.53182621325937e+001°)	(-3.38009299368796e-002dB,4.67849582085003e+000°)	(-6.26410041291877e+000dB,3.94223832132131e+000°)	(-4.25926716291987e+001dB,-8.52760621367448e+001°)
2.18776162394953e+004	(-6.04958301010516e+000dB,3.74278056681639e+000°)	(-2.75377722679568e-002dB,4.16254649241554e+000°)	(-4.27913197317820e+001dB,-8.54243738517020e+001°)	(-3.22853574430186e-002dB,4.57258087557023e+000°)	(-6.26279858906525e+000dB,3.85297972873070e+000°)	(-4.27913672457920e+001dB,-8.53831333170110e+001°)
2.23872113856832e+004	(-6.04838006991598e+000dB,3.65800934601975e+000°)	(-2.63021761574305e-002dB,4.06822333732379e+000°)	(-4.29900758155218e+001dB,-8.55281005687486e+001°)	(-3.08374960460445e-002dB,4.46903831850566e+000°)	(-6.26155496834465e+000dB,3.76572118784369e+000°)	(-4.29901212035390e+001dB,-8.54877977298863e+001°)
2.29086765276775e+004	(-6.04723093842590e+000dB,3.57513952992596e+000°)	(-2.51218572865835e-002dB,3.97601880874452e+000°)	(-4.31888875520302e+001dB,-8.56294945605004e+001°)	(-2.94543420114324e-002dB,4.36781669505505e+000°)	(-6.26036696516625e+000dB,3.68041927159431e+000°)	(-4.31889309086475e+001dB,-8.55901081426594e+001°)
2.34422881531990e+004	(-6.04613322293704e+000dB,3.49412970658522e+000°)	(-2.39943569688181e-002dB,3.88588656390581e+000°)	(-4.33877524656267e+001dB,-8.57286070463293e+001°)	(-2.81330229833213e-002dB,4.26886555443759e+000°)	(-6.25923210734700e+000dB,3.59703140319726e+000°)	(-4.33877938812748e+001dB,-8.56901162543795e+001°)
2.39883291901947e+004	(-6.04508463590218e+000dB,3.41493928349897e+000°)	(-2.29173246289189e-002dB,3.79778119081388e+000°)	(-4.35866681895147e+001dB,-8.58254882036225e+001°)	(-2.68707924018674e-002dB,4.17213543773793e+000°)	(-6.25814803126461e+000dB,3.51551584581513e+000°)	(-4.35867077506414e+001dB,-8.57878727114929e+001°)
2.45470891568501e+004	(-6.04408299041284e+000dB,3.33752847702087e+000°)	(-2.18885131586311e-002dB,3.71165819518030e+000°)	(-4.37856324611022e+001dB,-8.59201871833993e+001°)	(-2.56650241434145e-002dB,4.07757786552600e+000°)	(-6.25711247720660e+000dB,3.43583169188048e+000°)	(-4.37856702503440e+001dB,-8.58834271236818e+001°)
2.51188643150956e+004	(-6.04312619587133e+000dB,3.26185830147982e+000°)	(-2.09057744621986e-002dB,3.62747398712347e+000°)	(-4.39846431175132e+001dB,-8.60127521260952e+001°)	(-2.45132073758873e-002dB,3.98514532510496e+000°)	(-6.25612328490831e+000dB,3.35793885211738e+000°)	(-4.39846792138598e+001dB,-8.59768280798669e+001°)
2.57039578276884e+004	(-6.04221225384020e+000dB,3.18789055806366e+000°)	(-1.99670551848660e-002dB,3.54518586768239e+000°)	(-4.41836980912843e+001dB,-8.61032301774762e+001°)	(-2.34129416219331e-002dB,3.89479125743635e+000°)	(-6.25517838927330e+000dB,3.28179804430306e+000°)	(-4.41837325702365e+001dB,-8.60681231643366e+001°)
2.63026799189536e+004	(-6.04133925406253e+000dB,3.11558782350016e+000°)	(-1.90703926176494e-002dB,3.46475201517801e+000°)	(-4.43827954062381e+001dB,-8.61916675046496e+001°)	(-2.23619320225377e-002dB,3.80647004378819e+000°)	(-6.25427581626921e+000dB,3.20737078180807e+000°)	(-4.43828283399592e+001dB,-8.61573589729688e+001°)
2.69153480392689e+004	(-6.04050537064678e+000dB,3.04491343856843e+000°)	(-1.82139107717696e-002dB,3.38613147145470e+000°)	(-4.45819331735289e+001dB,-8.62781093121401e+001°)	(-2.13579847938666e-002dB,3.72013699214848e+000°)	(-6.25341367899301e+000dB,3.13461936194989e+000°)	(-4.45819646309895e+001dB,-8.62445811295135e+001°)
2.75422870333814e+004	(-6.03970885841005e+000dB,2.97583149647207e+000°)	(-1.73958166164570e-002dB,3.30928412803203e+000°)	(-4.47811095878523e+001dB,-8.63625998580023e+001°)	(-2.03990028704374e-002dB,3.63574832344323e+000°)	(-6.25259017389906e+000dB,3.06350685419285e+000°)	(-4.47811396349691e+001dB,-8.63298343019090e+001°)
2.81838293126443e+004	(-6.03894804937373e+000dB,2.90830683110235e+000°)	(-1.66143964738205e-002dB,3.23417071219432e+000°)	(-4.49803229238134e+001dB,-8.64451824699429e+001°)	(-1.94829817276992e-002dB,3.55326115759535e+000°)	(-6.25180357718394e+000dB,2.99399708822421e+000°)	(-4.49803516235825e+001dB,-8.64131622186038e+001°)
2.88403150312658e+004	(-6.03822134940573e+000dB,2.84230500521804e+000°)	(-1.58680125648335e-002dB,3.16075277304374e+000°)	(-4.51795715324475e+001dB,-8.65258995614290e+001°)	(-1.86080053774558e-002dB,3.47263349945806e+000°)	(-6.25105224132225e+000dB,2.92605464193453e+000°)	(-4.51795989450716e+001dB,-8.64946076848605e+001°)
2.95120922666636e+004	(-6.03752723500374e+000dB,2.77779229856610e+000°)	(-1.51550997005743e-002dB,3.08899266754011e+000°)	(-4.53788538378870e+001dB,-8.66047926477598e+001°)	(-1.77722425296156e-002dB,3.39382422465359e+000°)	(-6.25033459174738e+000dB,2.85964482932761e+000°)	(-4.53788800208975e+001dB,-8.65742125990196e+001°)
3.01995172040199e+004	(-6.03686425021391e+000dB,2.71473569596558e+000°)	(-1.44741621130650e-002dB,3.01885354654910e+000°)	(-4.55781683341690e+001dB,-8.66819023620810e+001°)	(-1.69739429139632e-002dB,3.31679306534592e+000°)	(-6.24964912367186e+000dB,2.79473368838385e+000°)	(-4.55781933425430e+001dB,-8.66520179687029e+001°)
3.09029543251356e+004	(-6.03623100367980e+000dB,2.65310287537542e+000°)	(-1.38237704202397e-002dB,2.95029934091831e+000°)	(-4.57775135821784e+001dB,-8.67572684713246e+001°)	(-1.62114337559036e-002dB,3.24150059597358e+000°)	(-6.24899439904178e+000dB,2.73128796889867e+000°)	(-4.57775374684507e+001dB,-8.67280639269376e+001°)
3.16227766016835e+004	(-6.03562616581631e+000dB,2.59286219596476e+000°)	(-1.32025587197025e-002dB,2.88329474759941e+000°)	(-4.59768882067205e+001dB,-8.68309298920553e+001°)	(-1.54831164001755e-002dB,3.16790821896692e+000°)	(-6.24836904361993e+000dB,2.66927512031578e+000°)	(-4.59769110210903e+001dB,-8.68023897481849e+001°)
3.23593656929625e+004	(-6.03504846610380e+000dB,2.53398268620328e+000°)	(-1.26092218062331e-002dB,2.81780521583260e+000°)	(-4.61762908937185e+001dB,-8.69029247062108e+001°)	(-1.47874630768666e-002dB,3.09597815047175e+000°)	(-6.24777174419279e+000dB,2.60866327957371e+000°)	(-4.61763126841525e+001dB,-8.68750338642573e+001°)
3.31131121482588e+004	(-6.03449669049751e+000dB,2.47643403198717e+000°)	(-1.20425125079917e-002dB,2.75379693340843e+000°)	(-4.63757203875306e+001dB,-8.69732901767193e+001°)	(-1.41230138040842e-002dB,3.02567340609981e+000°)	(-6.24720124589630e+000dB,2.54942125898220e+000°)	(-4.63757411998608e+001dB,-8.69460338801110e+001°)
3.38844156139199e+004	(-6.03396967894762e+000dB,2.42018656481521e+000°)	(-1.15012391367069e-002dB,2.69123681302045e+000°)	(-4.65751754883817e+001dB,-8.70420627629836e+001°)	(-1.34883734219663e-002dB,2.95695778672454e+000°)	(-6.24665634965563e+000dB,2.49151853414378e+000°)	(-4.65751953663993e+001dB,-8.70154265895008e+001°)
3.46736850452528e+004	(-6.03346632302565e+000dB,2.36521125002806e+000°)	(-1.09842630472069e-002dB,2.63009247872107e+000°)	(-4.67746550499056e+001dB,-8.71092781362196e+001°)	(-1.28822087527754e-002dB,2.88979586433910e+000°)	(-6.24613590973454e+000dB,2.43492523193427e+000°)	(-4.67746740354514e+001dB,-8.70832479904862e+001°)
3.54813389233572e+004	(-6.03298556365260e+000dB,2.31147967512267e+000°)	(-1.04904963018411e-002dB,2.57033225249172e+000°)	(-4.69741579767930e+001dB,-8.71749711946399e+001°)	(-1.23032458820622e-002dB,2.82415296799206e+000°)	(-6.24563883138969e+000dB,2.37961211855505e+000°)	(-4.69741761098430e+001dB,-8.71495333007789e+001°)
3.63078054770098e+004	(-6.03252638892498e+000dB,2.25896403815255e+000°)	(-1.00188994355156e-002dB,2.51192514093717e+000°)	(-4.71736832225405e+001dB,-8.72391760784719e+001°)	(-1.17502675560221e-002dB,2.75999516981477e+000°)	(-6.24516406862579e+000dB,2.32555058766842e+000°)	(-4.71737005412882e+001dB,-8.72143169729225e+001°)
3.71535229097169e+004	(-6.03208783203452e+000dB,2.20763713622371e+000°)	(-9.56847931717638e-003dB,2.45484082211322e+000°)	(-4.73732297872969e+001dB,-8.73019261848050e+001°)	(-1.12221106903665e-002dB,2.69728927115310e+000°)	(-6.24471062204738e+000dB,2.27271264862647e+000°)	(-4.73732463282322e+001dB,-8.72776327092965e+001°)
3.80189396320557e+004	(-6.03166896927774e+000dB,2.15747235409508e+000°)	(-9.13828710380747e-003dB,2.39904963249549e+000°)	(-4.75727967158027e+001dB,-8.73632541822565e+001°)	(-1.07176639861633e-002dB,2.63600278881503e+000°)	(-6.24427753680330e+000dB,2.22107091480275e+000°)	(-4.75728125137872e+001dB,-8.73395134769369e+001°)
3.89045144994277e+004	(-6.03126891815175e+000dB,2.10844365289114e+000°)	(-8.72741628304983e-003dB,2.34452255409667e+000°)	(-4.77723830954192e+001dB,-8.74231920254526e+001°)	(-1.02358656482783e-002dB,2.57610394144431e+000°)	(-6.24386390062004e+000dB,2.17059859203525e+000°)	(-4.77723981837582e+001dB,-8.73999915221691e+001°)
3.98107170553493e+004	(-6.03088683553251e+000dB,2.06052555893393e+000°)	(-8.33500080078831e-003dB,2.29123120173832e+000°)	(-4.79719880542427e+001dB,-8.74817709693184e+001°)	(-9.77570120222349e-003dB,2.51756163602969e+000°)	(-6.24346884192026e+000dB,2.12126946718810e+000°)	(-4.79720024647543e+001dB,-8.74590983850451e+001°)
4.07380277804108e+004	(-6.03052191593236e+000dB,2.01369315270072e+000°)	(-7.96021327015891e-003dB,2.23914781048290e+000°)	(-4.81716107593009e+001dB,-8.75390215831712e+001°)	(-9.33620140534717e-003dB,2.46034545455772e+000°)	(-6.24309152802289e+000dB,2.07305789683883e+000°)	(-4.81716245223816e+001dB,-8.75168649135825e+001°)
4.16869383470331e+004	(-6.03017338983329e+000dB,1.96792205791279e+000°)	(-7.60226325851926e-003dB,2.18824522323082e+000°)	(-4.83712504148282e+001dB,-8.75949737646142e+001°)	(-8.91644024844641e-003dB,2.40442564081675e+000°)	(-6.24273116342163e+000dB,2.02593879609696e+000°)	(-4.83712635595164e+001dB,-8.75733212778002e+001°)
4.26579518801588e+004	(-6.02984052209284e+000dB,1.92318843076023e+000°)	(-7.26039564916673e-003dB,2.13849687848654e+000°)	(-4.85709062606156e+001dB,-8.76496567532275e+001°)	(-8.51553304405725e-003dB,2.34977308735837e+000°)	(-6.24238698813815e+000dB,1.97988762755938e+000°)	(-4.85709188146515e+001dB,-8.76284969835484e+001°)
4.36515832240161e+004	(-6.02952261041963e+000dB,1.87946894926706e+000°)	(-6.93388907458299e-003dB,2.08987679829748e+000°)	(-4.87705775704335e+001dB,-8.77030991440519e+001°)	(-8.13263459782522e-003dB,2.29635932262234e+000°)	(-6.24205827614733e+000dB,1.93488039040693e+000°)	(-4.87705895603168e+001dB,-8.76824208861290e+001°)
4.46683592150958e+004	(-6.02921898391544e+000dB,1.83674080280033e+000°)	(-6.62205441822083e-003dB,2.04235957636868e+000°)	(-4.89702636505225e+001dB,-8.77553289008656e+001°)	(-7.76693745943238e-003dB,2.24415649822974e+000°)	(-6.24174433387109e+000dB,1.89089360964635e+000°)	(-4.89702751015676e+001dB,-8.77351212037051e+001°)
4.57088189614870e+004	(-6.02892900168122e+000dB,1.79498168172633e+000°)	(-6.32423338191350e-003dB,1.99592036635550e+000°)	(-4.91699638381514e+001dB,-8.78063733692500e+001°)	(-7.41767024977762e-003dB,2.19313737644877e+000°)	(-6.24144449873820e+000dB,1.84790432550081e+000°)	(-4.91699747745401e+001dB,-8.77866255304976e+001°)
4.67735141287193e+004	(-6.02865205148406e+000dB,1.75416976721661e+000°)	(-6.03979711606560e-003dB,1.95053487033672e+000°)	(-4.93696775002374e+001dB,-8.78562592894446e+001°)	(-7.08409606115495e-003dB,2.14327531783695e+000°)	(-6.24115813780705e+000dB,1.80589008295225e+000°)	(-4.93696879450694e+001dB,-8.78369608497684e+001°)
4.78630092322633e+004	(-6.02838754848270e+000dB,1.71428372120602e+000°)	(-5.76814491004024e-003dB,1.90617932746926e+000°)	(-4.95694040320280e+001dB,-8.79050128089902e+001°)	(-6.76551092740360e-003dB,2.09454426906277e+000°)	(-6.24088464644887e+000dB,1.76482892143768e+000°)	(-4.95694140073688e+001dB,-8.78861535465877e+001°)
4.89778819368441e+004	(-6.02813493400907e+000dB,1.67530267650459e+000°)	(-5.50870294005986e-003dB,1.86283050282592e+000°)	(-4.97691428558398e+001dB,-8.79526594951582e+001°)	(-6.46124236097843e-003dB,2.04691875090940e+000°)	(-6.24062344708872e+000dB,1.72469936470163e+000°)	(-4.97691523827669e+001dB,-8.79342294203866e+001°)
5.01187233627267e+004	(-6.02789367440336e+000dB,1.63720622706458e+000°)	(-5.26092307222523e-003dB,1.82046567641681e+000°)	(-4.99688934198534e+001dB,-8.79992243471690e+001°)	(-6.17064795418439e-003dB,2.00037384646255e+000°)	(-6.24037398800182e+000dB,1.68548041080631e+000°)	(-4.99689025185003e+001dB,-8.79812136972946e+001°)
5.12861383991359e+004	(-6.02766325990039e+000dB,1.59997441840392e+000°)	(-5.02428171825414e-003dB,1.77906263239495e+000°)	(-5.01686551969613e+001dB,-8.80447318081962e+001°)	(-5.89311404173961e-003dB,1.95488518948421e+000°)	(-6.24013574216279e+000dB,1.64715152230064e+000°)	(-5.01686638865598e+001dB,-8.80271310422619e+001°)
5.24807460249767e+004	(-6.02744320356504e+000dB,1.56358773818660e+000°)	(-4.79827874166192e-003dB,1.73859964844618e+000°)	(-5.03684276836666e+001dB,-8.80892057771600e+001°)	(-5.62805442215035e-003dB,1.91042895297333e+000°)	(-6.23990820614563e+000dB,1.60969261654923e+000°)	(-5.03684359825866e+001dB,-8.80720055709666e+001°)
5.37031796370247e+004	(-6.02723304027468e+000dB,1.52802710696061e+000°)	(-4.58243641223883e-003dB,1.69905548536327e+000°)	(-5.05682103990303e+001dB,-8.81326696203089e+001°)	(-5.37490913527917e-003dB,1.86698183791444e+000°)	(-6.23969089907218e+000dB,1.57308405622162e+000°)	(-5.05682183248184e+001dB,-8.81158608615093e+001°)
5.49540873857619e+004	(-6.02703232574651e+000dB,1.49327386905347e+000°)	(-4.37629840667398e-003dB,1.66040937680372e+000°)	(-5.07680028836649e+001dB,-8.81751461825916e+001°)	(-5.13314329376408e-003dB,1.82452106221470e+000°)	(-6.23948336160691e+000dB,1.53730663994228e+000°)	(-5.07680104530814e+001dB,-8.81587199658941e+001°)
5.62341325190343e+004	(-6.02684063560785e+000dB,1.45930978362540e+000°)	(-4.17942885339289e-003dB,1.62264101923072e+000°)	(-5.09678046987728e+001dB,-8.82166577988194e+001°)	(-4.90224596591929e-003dB,1.78302434982938e+000°)	(-6.23928515499620e+000dB,1.50234159310131e+000°)	(-5.09678119278265e+001dB,-8.82006054212994e+001°)
5.75439937337151e+004	(-6.02665756450761e+000dB,1.42611701587967e+000°)	(-3.99141141964587e-003dB,1.58573056203630e+000°)	(-5.11676154252273e+001dB,-8.82572263046215e+001°)	(-4.68172910793225e-003dB,1.74246992007590e+000°)	(-6.23909586015002e+000dB,1.46817055882564e+000°)	(-5.11676223292092e+001dB,-8.82415392611378e+001°)
5.88843655355583e+004	(-6.02648272526701e+000dB,1.39367812842980e+000°)	(-3.81184843901201e-003dB,1.54965859784572e+000°)	(-5.13674346626939e+001dB,-8.82968730471951e+001°)	(-4.47112654320091e-003dB,1.70283647713582e+000°)	(-6.23891507676428e+000dB,1.43477558911025e+000°)	(-5.13674412562092e+001dB,-8.82815430259088e+001°)
6.02559586074351e+004	(-6.02631574806803e+000dB,1.36197607282270e+000°)	(-3.64036007757771e-003dB,1.51440615300171e+000°)	(-5.15672620287911e+001dB,-8.83356188958503e+001°)	(-4.26999298678838e-003dB,1.66410319974425e+000°)	(-6.23874242248198e+000dB,1.40213913610882e+000°)	(-5.15672683257898e+001dB,-8.83206377738446e+001°)
6.16595001861475e+004	(-6.02615627967772e+000dB,1.33099418121704e+000°)	(-3.47658353709346e-003dB,1.47995467822735e+000°)	(-5.17670971582876e+001dB,-8.83734842523540e+001°)	(-4.07790311301648e-003dB,1.62624973106583e+000°)	(-6.23857753209162e+000dB,1.37024404358297e+000°)	(-5.17671031720941e+001dB,-8.83588440913525e+001°)
6.30957344480186e+004	(-6.02600398270699e+000dB,1.30071615821574e+000°)	(-3.32017229347785e-003dB,1.44628603946585e+000°)	(-5.19669397023361e+001dB,-8.84104890610731e+001°)	(-3.89445066434570e-003dB,1.58925616875614e+000°)	(-6.23842005676104e+000dB,1.33907353850911e+000°)	(-5.19669454456768e+001dB,-8.83961821032540e+001°)
6.45654229034648e+004	(-6.02585853490230e+000dB,1.27112607285140e+000°)	(-3.17079536914141e-003dB,1.41338250889572e+000°)	(-5.21667893277406e+001dB,-8.84466528189206e+001°)	(-3.71924759970837e-003dB,1.55310305520736e+000°)	(-6.23826966330535e+000dB,1.30861122284173e+000°)	(-5.21667948127709e+001dB,-8.84326714828253e+001°)
6.60693448007589e+004	(-6.02571962846873e+000dB,1.24220835072342e+000°)	(-3.02813663764146e-003dB,1.38122675611939e+000°)	(-5.23666457162561e+001dB,-8.84819945851056e+001°)	(-3.55192328063124e-003dB,1.51777136797669e+000°)	(-6.23812603348731e+000dB,1.27884106543193e+000°)	(-5.23666509545859e+001dB,-8.84683314616392e+001°)
6.76082975391974e+004	(-6.02558696942330e+000dB,1.21394776628535e+000°)	(-2.89189415925781e-003dB,1.34980183952350e+000°)	(-5.25665085639199e+001dB,-8.85165329906911e+001°)	(-3.39212369343788e-003dB,1.48324251039610e+000°)	(-6.23798886334879e+000dB,1.24974739409965e+000°)	(-5.25665135666379e+001dB,-8.85031808392129e+001°)
6.91830970918929e+004	(-6.02546027697686e+000dB,1.18632943528097e+000°)	(-2.76177954609795e-003dB,1.31909119780882e+000°)	(-5.27663775804122e+001dB,-8.85502862479601e+001°)	(-3.23951070599424e-003dB,1.44949830236150e+000°)	(-6.23785786257196e+000dB,1.22131488785833e+000°)	(-5.27663823581093e+001dB,-8.85372379924625e+001°)
